App,Lingua,Valutazione,Utente,Data,Recensione
KitchenPal,EN,5,Kylie Dennis,2021-02-05 16:38:25,"This is the only app I have found that combines pantry inventory, shopping list, and recipe finder based on your inventory... all-in-one! (It is so frustrating to go between Supercook and Anylist apps, trying to coordinate everything.) I want to love this app! But there is no desktop version. I find it very limiting to do this kind of organizing on a small screen. It is obvious that the developers have their heart and soul into making this the best app out there for meal planning. I am so impressed how they take the time to answer any and all problems and feedback on this site. I have also received prompt, personal help by email."
KitchenPal,EN,3,Simon Hall,2021-02-05 14:48:37,"Quite good, though about 30% of items not found so I have to set them up. Not sure how to move things from fridge to freezer. Share Kitchen function just says Could Not Connect To Server. Needs work"
KitchenPal,EN,4,Tobar MacPhail,2021-02-03 11:01:04,"despite some glitches, and some categories being less than perfect, this is by far the most powerful and versatile kitchen app I've seen. Combining shopping, pantry/stock management, health, recipes, and a really well used user submitted barcode scan system makes it a no brainer. Adding my whole kitchen was easy. Developers have reached out to say future updates will sort out bugs, and they they're adding multi-item sorting, so 4 stars now, 5 stars when the update comes in! Heartily recommend."
KitchenPal,EN,5,Timothy Tam,2021-02-01 14:38:42,Love how it recommends great recipes based on what I have at home!
KitchenPal,EN,3,Auni Klimbek,2021-01-29 10:22:49,"It has potential but for example: I would like to add an actual expire date, not a day, year or whatnot. Also, the first food I scanned was rated not good and that made me back out very very fast."
KitchenPal,EN,5,Andreea Flichiş,2021-01-29 00:27:21,Very good for inventory! happy that I can share the shopping list with my husband or sister in law. I wish I was able to share the inventory list with them too!
KitchenPal,EN,5,Michelle T. Moore,2021-01-28 21:08:58,"I've just downloaded this app and love it so far! I have Multiple Sclerosis and trying to remember if I have an item or not while I'm shopping will be easier with this. I love the ability to scan things! I have seen several reviews where I think people just need to explore a bit more to fix their issues. Pantry & spices are done, now to the refrigerator. Thank you, developers!"
KitchenPal,EN,3,Larry Millard,2021-01-26 03:32:01,"Should have some way to move items from one place to another. For example, have unopened mayo in the pantry,but when you open it, it needs to to fridge. I accidentally touched pantry, scanned about 12 items in my freezer and they ended up in pantry. Only way I could find was to delete them and rescan."
KitchenPal,EN,2,Yang Zhang,2021-01-23 07:52:59,The app hangs after sometime and its way too messy to use. Would be better if the app is simpler to use instead.
KitchenPal,EN,4,Roy Jacobi,2021-01-23 06:17:34,"So far, having used it list holdings in fridge, it is just what I was after. will make the shopping list so much easier."
KitchenPal,EN,3,Jane Lively,2021-01-22 20:10:56,"Choosing dietary preferences like ""no nuts"" still results in a lot of peanut butter recipes. it classifies seeds as nuts. Recently I've been seeing frowny faces next to various foods that are actually healthy for me (LIKE SEEDS) & it's detrimental to my ED recovery. I'd prefer UI improvements over statistical ones like those."
KitchenPal,EN,5,Sean Dunn,2021-01-20 01:38:09,Excellent app for keeping track of your pantry and fridge. Love the expiration reminder and family syncing.
KitchenPal,EN,5,Rusty AmberBoy,2021-01-17 22:30:36,Awesome
KitchenPal,EN,3,Sierra Ergundogdu,2021-01-15 10:07:29,How are jujubes not in the app? They are an incredibly common food.
KitchenPal,EN,4,Atkast,2021-01-14 02:19:22,personally i think its a brilliant idea....it needs a few tweaks bit its a great app
KitchenPal,EN,5,Michelle Fugazzotto,2021-01-12 17:42:52,"Barcode scanner works great. I was looking for an app that had a barcode scanner. Has pictures associated with the item you scan. Easy to add items to your shopping list as well. Just what I was looking for. Simple and easy. The categories are off a bit, but I don't mind with how easy this app is to use."
KitchenPal,EN,5,Angela Keller,2021-01-10 18:26:15,"UPDATE: Got an email after only 3 hours. They went above and beyond to fix the issue! Very happy with the customer service 😊 I got the subscription but my app is not letting me do premium things. It is trying to get me to get the premium, which I have already done. Will update review once fixed."
KitchenPal,EN,1,Alex L,2021-01-09 05:18:07,"It was NEVER mentioned that described features needed payment to be accessed. You have been flagged. "" If your product description on Google Play refers to in-app features that may require a specific or additional charge, your description must clearly notify users that payment is required to access those features."" - Google Store Policy"
KitchenPal,EN,3,Travis D,2021-01-09 04:53:51,Nice idea. Not for people with homemade or farm food. Can only add store purchased products. Frequent notices that you can't turn off.
KitchenPal,EN,3,Kira Conklin,2021-01-08 15:33:34,This app is useful and a good beginning but they need to spend some time updating their database and it would be nice to have a way to manually enter things like leftovers.
KitchenPal,EN,5,Ruben Abril,2021-01-08 00:31:16,Just got started holding steady as a useful app.
KitchenPal,EN,2,Christina Rawls,2021-01-06 00:53:58,"I spent an entire afternoon adding things to this app and organizing it, and everything has been re-organized according to the app's algorithms. I now have salad dressings under ""Beverages"", Goldfish crackers under ""Cheese"", and pecans under ""Sweets"". All the categories I paid to add have been removed. What a waste of my time. If you don't care about being able to actually find things in useful categories, this app is interesting, but if you are looking for a kitchen management app, go elsewhere"
KitchenPal,EN,4,D'Marcion Mitchell,2021-01-05 07:08:22,Great app and voice search is working again 👍
KitchenPal,EN,1,Secret,2021-01-04 19:49:51,Can't do something as basic as adding storage locations without paying.
KitchenPal,EN,5,Terry Burditt,2021-01-03 22:11:19,brilliant app
KitchenPal,EN,1,Annie Clarke,2021-01-03 19:41:02,"Was excited to use a kitchen inventory app to encourage cooking and reduce food waste. Was absolutely shocked when I scanned in some snack bars and it said ""look for a healthier choice"". I am not looking for an app to decide what is healthy for me and my circumstances. Despicable!!!!!"
KitchenPal,EN,4,Hannah Belval,2021-01-03 14:05:53,"I enjoy how easy it is to scan items to have them recorded. I do find the categories to be off (how are cashews considered a ""sweet""?) And I really don't enjoy the app telling me that having coconut oil in my pantry is a ""poor choice"". I cannot find a way to turn off that feature and I find it very annoying. But I think the ease of use, for the most part, outweighs those annoyances."
KitchenPal,EN,3,Jenna,2021-01-03 05:16:14,voice to text stopped working once I signed up for monthly subscription. Like the barcode scanner and voice to text before it stopped working.
KitchenPal,EN,3,Kaitlin “Kurtlinthegreat” Williams,2021-01-02 04:29:12,"Works well, but could use way more food options."
KitchenPal,EN,1,Idjaca Buba,2020-12-28 02:42:08,Add shelves not working
KitchenPal,EN,4,ME Daniel,2020-12-26 18:57:22,"Some good things, but also room for improvement."
KitchenPal,EN,3,Nathan Chappell,2020-12-26 18:13:25,Needs a freezer component
KitchenPal,EN,4,Dominique Spranger,2020-12-24 14:26:33,"The only thing I wish is that the app would allow you to scan a receipt to add items at once. Other than that, I like the ability to track what I have on hand! And I like the recipe feature as well."
KitchenPal,EN,5,Ny Luong,2020-12-23 17:15:49,Great so far! Very user-friendly.
KitchenPal,EN,5,Samantha Lightfoot,2020-12-19 04:37:26,I love having an app that allows me to not only keep up with what's in my pantry but is easy to use. I just scan the barcode and I can even update the picture if I don't like the one that it defaults to. I also had a great and speedy response with the customer support email. I had a little trouble with getting the app to install on a new tablet but after a few days of them working with Google PlayStore they were able to resolve it ☺️. Definitely would recommend!!!
KitchenPal,EN,3,Zinhle Mbatha,2020-12-18 22:04:45,Great app but so limited when it comes to ingredients and items.
KitchenPal,EN,5,D O'H,2020-12-18 17:50:49,"Really fast bar code scan with immediate lookup and product image and nutritional info for identification! Not sure how to move out of ""Fridge"" into pantry or container I create. If bar code is unreadable it runs a little circle. Will try to find like item for R.W. Knudsen Pomegranate juice in bottle that is shelf storage. Would like to create spice rack and ready use shelf. Could connect to recipe builder so friends know what product I used."
KitchenPal,EN,3,The Lady with the Pink Hair “Gem”,2020-12-17 23:04:10,"This app has potential and I have so many ideas to make this app way better and although this app has one feature I was looking for which no other app has yet as far as I am aware, the features currently do not fully match my requirements to be worth paying premium for."
